"Country","Sector","Year","Value"
"Suriname","Total excluding LUCF","1998","44927.00"
"Trinidad and Tobago","Total excluding LUCF","1998","0.82"
"Gabon","Total excluding LUCF","1998","44958.00"
"Estonia","Total excluding LUCF","1998","19725.00"
"Bhutan","Total excluding LUCF","1998","0.85"
"Montenegro","Total excluding LUCF","1998","0.83"
"Jamaica","Total excluding LUCF","1998","44927.00"
"Cyprus","Total excluding LUCF","1998","0.62"
"Djibouti","Total excluding LUCF","1998","0.59"
"Fiji","Total excluding LUCF","1998","0.88"
"Luxembourg","Total excluding LUCF","1998","0.58"
"Belize","Total excluding LUCF","1998","12451.00"
"Iceland","Total excluding LUCF","1998","0.57"
"Vanuatu","Total excluding LUCF","1998","0.38"
"Solomon Islands","Total excluding LUCF","1998","0.27"
"Samoa","Total excluding LUCF","1998","0.25"
"Comoros","Total excluding LUCF","1998","0.19"
"Saint Lucia","Total excluding LUCF","1998","0.39"
"Bahamas","Total excluding LUCF","1998","0.18"
"Malta","Total excluding LUCF","1998","0.20"
"Antigua and Barbuda","Total excluding LUCF","1998","0.17"
"Maldives","Total excluding LUCF","1998","0.06"
"Cape Verde","Total excluding LUCF","1998","0.10"
"Tonga","Total excluding LUCF","1998","0.10"
"Seychelles","Total excluding LUCF","1998","0.07"
"Saint Kitts and Nevis","Total excluding LUCF","1998","0.07"
"Saint Vincent and the Grenadines","Total excluding LUCF","1998","0.07"
"Micronesia","Total excluding LUCF","1998","0.05"
"Andorra","Total excluding LUCF","1998","0.03"
"Dominica","Total excluding LUCF","1998","0.06"
"Marshall Islands","Total excluding LUCF","1998","0.03"
"Sao Tome and Principe","Total excluding LUCF","1998","0.04"
"Tuvalu","Total excluding LUCF","1998","0.01"
"China","Total excluding LUCF","2005","837.67"
"Russia","Total excluding LUCF","2005","765.48"
"India","Total excluding LUCF","2005","621.23"
"United States","Total excluding LUCF","2005","652.36"
"Brazil","Total excluding LUCF","2005","397.32"
"European Union (27)","Total excluding LUCF","2005","463.21"
"Indonesia","Total excluding LUCF","2005","285.56"
"Pakistan","Total excluding LUCF","2005","102.45"
"Iran","Total excluding LUCF","2005","121.47"
"Mexico","Total excluding LUCF","2005","108.60"
"Australia","Total excluding LUCF","2005","128.80"
"Nigeria","Total excluding LUCF","2005","102.79"
"Argentina","Total excluding LUCF","2005","120.63"
"Uzbekistan","Total excluding LUCF","2005","103.41"
"Ethiopia","Total excluding LUCF","2005","63.91"
"Canada","Total excluding LUCF","2005","101.52"
"Vietnam","Total excluding LUCF","2005","75.53"
"Thailand","Total excluding LUCF","2005","78.82"
"Bangladesh","Total excluding LUCF","2005","72.36"
"Afghanistan","Total excluding LUCF","2005","24777.00"
"Colombia","Total excluding LUCF","2005","67.43"
"Venezuela","Total excluding LUCF","2005","74.15"
"Philippines","Total excluding LUCF","2005","60.08"
"Myanmar","Total excluding LUCF","2005","57.36"
"Ukraine","Total excluding LUCF","2005","98.38"
"Tanzania","Total excluding LUCF","2005","37.58"
"Sudan","Total excluding LUCF","2005","50.78"
"France","Total excluding LUCF","2005","68.96"
"Egypt","Total excluding LUCF","2005","50.70"
"Chad","Total excluding LUCF","2005","33.31"
"Germany","Total excluding LUCF","2005","70.65"
"United Arab Emirates","Total excluding LUCF","2005","34.59"
"United Kingdom","Total excluding LUCF","2005","87.54"
"Turkmenistan","Total excluding LUCF","2005","37.71"
"Algeria","Total excluding LUCF","2005","48.61"
"Poland","Total excluding LUCF","2005","51.52"
"Turkey","Total excluding LUCF","2005","38.49"
"Malaysia","Total excluding LUCF","2005","39.45"
"South Africa","Total excluding LUCF","2005","39.72"
"Saudi Arabia","Total excluding LUCF","2005","39.44"
"Italy","Total excluding LUCF","2005","50.19"
"Azerbaijan","Total excluding LUCF","2005","24.67"
"Kazakhstan","Total excluding LUCF","2005","33.63"
"Kenya","Total excluding LUCF","2005","23.84"
"Spain","Total excluding LUCF","2005","40.54"
"Democratic Republic of the Congo","Total excluding LUCF","2005","30.17"
"Libya","Total excluding LUCF","2005","81.84"
"Angola","Total excluding LUCF","2005","31.11"
"South Sudan","Total excluding LUCF","2005","41.91"
"Uganda","Total excluding LUCF","2005","17.41"
"New Zealand","Total excluding LUCF","2005","33.57"
"Peru","Total excluding LUCF","2005","27.73"
"Nepal","Total excluding LUCF","2005","23.71"
"Niger","Total excluding LUCF","2005","16.57"
"Paraguay","Total excluding LUCF","2005","22.31"
"South Korea","Total excluding LUCF","2005","26.42"
"Bolivia","Total excluding LUCF","2005","20.39"
"Romania","Total excluding LUCF","2005","31.68"
"Mali","Total excluding LUCF","2005","15.36"
"Central African Republic","Total excluding LUCF","2005","17.54"
"Ghana","Total excluding LUCF","2005","20029.00"
"Japan","Total excluding LUCF","2005","45287.00"
"Uruguay","Total excluding LUCF","2005","45252.00"
"Ecuador","Total excluding LUCF","2005","19.72"
"Cambodia","Total excluding LUCF","2005","17.48"
"Somalia","Total excluding LUCF","2005","44977.00"
"North Korea","Total excluding LUCF","2005","15.00"
"Zambia","Total excluding LUCF","2005","15.52"
"Mongolia","Total excluding LUCF","2005","13728.00"
"Guinea","Total excluding LUCF","2005","43374.00"
"Morocco","Total excluding LUCF","2005","44970.00"
"Madagascar","Total excluding LUCF","2005","18.79"
"Netherlands","Total excluding LUCF","2005","20.13"
"Mozambique","Total excluding LUCF","2005","45090.00"
"Ireland","Total excluding LUCF","2005","44942.00"
"Iraq","Total excluding LUCF","2005","32082.00"
"Belarus","Total excluding LUCF","2005","13.79"
"Burkina Faso","Total excluding LUCF","2005","30256.00"
"Cameroon","Total excluding LUCF","2005","13.19"
"Bahrain","Total excluding LUCF","2005","32356.00"
"Chile","Total excluding LUCF","2005","13.76"
"Syria","Total excluding LUCF","2005","31.24"
"Cuba","Total excluding LUCF","2005","45180.00"
"Czech Republic","Total excluding LUCF","2005","45060.00"
"Serbia","Total excluding LUCF","2005","30956.00"
"Equatorial Guinea","Total excluding LUCF","2005","17.34"
"Israel","Total excluding LUCF","2005","17715.00"
"Zimbabwe","Total excluding LUCF","2005","14154.00"
"Guatemala","Total excluding LUCF","2005","44935.00"
"Portugal","Total excluding LUCF","2005","21520.00"
"Papua New Guinea","Total excluding LUCF","2005","19511.00"
"Malawi","Total excluding LUCF","2005","17715.00"
"Senegal","Total excluding LUCF","2005","32356.00"
"Sri Lanka","Total excluding LUCF","2005","20668.00"
"Nicaragua","Total excluding LUCF","2005","14427.00"
"Greece","Total excluding LUCF","2005","32051.00"
"Dominican Republic","Total excluding LUCF","2005","45839.00"
"Brunei","Total excluding LUCF","2005","20424.00"
"Yemen","Total excluding LUCF","2005","44964.00"
"Belgium","Total excluding LUCF","2005","10.00"
"Honduras","Total excluding LUCF","2005","45023.00"
"Qatar","Total excluding LUCF","2005","44929.00"
"Laos","Total excluding LUCF","2005","34820.00"
"Denmark","Total excluding LUCF","2005","41852.00"
"Hungary","Total excluding LUCF","2005","14093.00"
"Bulgaria","Total excluding LUCF","2005","32356.00"
"Mauritania","Total excluding LUCF","2005","22402.00"
"Austria","Total excluding LUCF","2005","45139.00"
"CГґte d'Ivoire","Total excluding LUCF","2005","44973.00"
"Tunisia","Total excluding LUCF","2005","19876.00"
"Jordan","Total excluding LUCF","2005","44961.00"
"Liberia","Total excluding LUCF","2005","27061.00"
"Kuwait","Total excluding LUCF","2005","45081.00"
"Benin","Total excluding LUCF","2005","45081.00"
"Tajikistan","Total excluding LUCF","2005","15766.00"
"Oman","Total excluding LUCF","2005","25263.00"
"Panama","Total excluding LUCF","2005","11780.00"
"Timor-Leste","Total excluding LUCF","2005","36251.00"
"Georgia","Total excluding LUCF","2005","45113.00"
"Kyrgyzstan","Total excluding LUCF","2005","24898.00"
"Norway","Total excluding LUCF","2005","19115.00"
"Costa Rica","Total excluding LUCF","2005","34394.00"
"Switzerland","Total excluding LUCF","2005","44990.00"
"Haiti","Total excluding LUCF","2005","46113.00"
"Sierra Leone","Total excluding LUCF","2005","21245.00"
"Sweden","Total excluding LUCF","2005","23894.00"
"Botswana","Total excluding LUCF","2005","19085.00"
"Namibia","Total excluding LUCF","2005","44317.00"
"Slovakia","Total excluding LUCF","2005","44990.00"
"Finland","Total excluding LUCF","2005","18019.00"
"Singapore","Total excluding LUCF","2005","46054.00"
"El Salvador","Total excluding LUCF","2005","12510.00"
"Croatia","Total excluding LUCF","2005","22706.00"
"Eritrea","Total excluding LUCF","2005","13575.00"
"Republic of Congo","Total excluding LUCF","2005","16103.00"
"Togo","Total excluding LUCF","2005","44256.00"
"Bosnia and Herzegovina","Total excluding LUCF","2005","16862.00"
"Moldova","Total excluding LUCF","2005","20880.00"
"Lebanon","Total excluding LUCF","2005","16103.00"
"Albania","Total excluding LUCF","2005","21245.00"
"Lithuania","Total excluding LUCF","2005","45017.00"
"Rwanda","Total excluding LUCF","2005","42767.00"
"Macedonia","Total excluding LUCF","2005","11720.00"
"Armenia","Total excluding LUCF","2005","45109.00"
"Barbados","Total excluding LUCF","2005","46419.00"
"Lesotho","Total excluding LUCF","2005","19360.00"
"Burundi","Total excluding LUCF","2005","46753.00"
"Grenada","Total excluding LUCF","2005","33239.00"
"Slovenia","Total excluding LUCF","2005","15373.00"
"Latvia","Total excluding LUCF","2005","45079.00"
"Mauritius","Total excluding LUCF","2005","18629.00"
"Gambia","Total excluding LUCF","2005","44958.00"
"Guyana","Total excluding LUCF","2005","41640.00"
"Guinea-Bissau","Total excluding LUCF","2005","45231.00"
"Eswatini","Total excluding LUCF","2005","19360.00"
"Suriname","Total excluding LUCF","2005","0.94"
"Trinidad and Tobago","Total excluding LUCF","2005","0.96"
"Gabon","Total excluding LUCF","2005","0.97"
"Estonia","Total excluding LUCF","2005","11689.00"
"Bhutan","Total excluding LUCF","2005","0.91"
"Montenegro","Total excluding LUCF","2005","0.65"
"Jamaica","Total excluding LUCF","2005","45170.00"
"Cyprus","Total excluding LUCF","2005","0.67"
"Djibouti","Total excluding LUCF","2005","0.66"
"Fiji","Total excluding LUCF","2005","0.86"
"Luxembourg","Total excluding LUCF","2005","0.55"
"Belize","Total excluding LUCF","2005","0.30"
"Iceland","Total excluding LUCF","2005","0.56"
"Vanuatu","Total excluding LUCF","2005","0.39"
"Solomon Islands","Total excluding LUCF","2005","0.32"
"Samoa","Total excluding LUCF","2005","0.27"
"Comoros","Total excluding LUCF","2005","0.19"
"Saint Lucia","Total excluding LUCF","2005","0.23"
"Bahamas","Total excluding LUCF","2005","0.20"
"Malta","Total excluding LUCF","2005","0.26"
"Antigua and Barbuda","Total excluding LUCF","2005","0.19"
"Maldives","Total excluding LUCF","2005","0.07"
"Cape Verde","Total excluding LUCF","2005","0.11"
"Tonga","Total excluding LUCF","2005","0.09"
"Seychelles","Total excluding LUCF","2005","0.08"
"Saint Kitts and Nevis","Total excluding LUCF","2005","0.08"
"Saint Vincent and the Grenadines","Total excluding LUCF","2005","0.07"
"Micronesia","Total excluding LUCF","2005","0.05"
"Andorra","Total excluding LUCF","2005","0.04"
"Dominica","Total excluding LUCF","2005","0.04"
"Marshall Islands","Total excluding LUCF","2005","0.03"
"Cook Islands","Total excluding LUCF","2005","0.01"
"Tuvalu","Total excluding LUCF","2005","0.01"
"China","Total excluding LUCF","2006","883.36"
"Russia","Total excluding LUCF","2006","780.69"
"India","Total excluding LUCF","2006","630.64"
"United States","Total excluding LUCF","2006","653.14"
"Brazil","Total excluding LUCF","2006","392.85"
"European Union (27)","Total excluding LUCF","2006","454.40"
"Indonesia","Total excluding LUCF","2006","279.11"
"Pakistan","Total excluding LUCF","2006","109.30"
"Iran","Total excluding LUCF","2006","127.54"
"Mexico","Total excluding LUCF","2006","112.57"
"Australia","Total excluding LUCF","2006","147.87"
"Nigeria","Total excluding LUCF","2006","103.86"
"Argentina","Total excluding LUCF","2006","122.76"
"Uzbekistan","Total excluding LUCF","2006","118.62"
"Ethiopia","Total excluding LUCF","2006","67.28"
"Canada","Total excluding LUCF","2006","101.44"
"Vietnam","Total excluding LUCF","2006","78.46"
"Thailand","Total excluding LUCF","2006","79.80"
"Bangladesh","Total excluding LUCF","2006","73.27"
"Afghanistan","Total excluding LUCF","2006","14.89"
"Colombia","Total excluding LUCF","2006","68.16"
"Venezuela","Total excluding LUCF","2006","73.88"
"Philippines","Total excluding LUCF","2006","60.76"
"Myanmar","Total excluding LUCF","2006","60.64"
"Ukraine","Total excluding LUCF","2006","94.84"
"Tanzania","Total excluding LUCF","2006","36.91"
"Sudan","Total excluding LUCF","2006","49.82"
"France","Total excluding LUCF","2006","67.97"
"Egypt","Total excluding LUCF","2006","52.15"
"Chad","Total excluding LUCF","2006","33.73"
"Germany","Total excluding LUCF","2006","66.72"
"United Arab Emirates","Total excluding LUCF","2006","35.39"
"United Kingdom","Total excluding LUCF","2006","83.52"
"Turkmenistan","Total excluding LUCF","2006","36.54"
"Algeria","Total excluding LUCF","2006","48.51"
"Poland","Total excluding LUCF","2006","51.67"
"Turkey","Total excluding LUCF","2006","39.90"
"Malaysia","Total excluding LUCF","2006","40.09"
"South Africa","Total excluding LUCF","2006","39.67"
"Saudi Arabia","Total excluding LUCF","2006","40.60"
"Italy","Total excluding LUCF","2006","49.13"
"Azerbaijan","Total excluding LUCF","2006","45046.00"
"Kazakhstan","Total excluding LUCF","2006","36.15"
"Kenya","Total excluding LUCF","2006","23.68"
"Spain","Total excluding LUCF","2006","40.10"
"Democratic Republic of the Congo","Total excluding LUCF","2006","30.92"
"Libya","Total excluding LUCF","2006","82.51"
"Angola","Total excluding LUCF","2006","31.18"
"South Sudan","Total excluding LUCF","2006","42.43"
"Uganda","Total excluding LUCF","2006","17.36"
"New Zealand","Total excluding LUCF","2006","33.83"
"Peru","Total excluding LUCF","2006","27.74"
"Nepal","Total excluding LUCF","2006","24.13"
"Niger","Total excluding LUCF","2006","17.23"
"Paraguay","Total excluding LUCF","2006","22.57"
"South Korea","Total excluding LUCF","2006","26.46"
"Bolivia","Total excluding LUCF","2006","45005.00"
"Romania","Total excluding LUCF","2006","30.91"
"Mali","Total excluding LUCF","2006","15.29"
"Central African Republic","Total excluding LUCF","2006","44975.00"
"Ghana","Total excluding LUCF","2006","17838.00"
"Japan","Total excluding LUCF","2006","26.74"
"Uruguay","Total excluding LUCF","2006","22.85"
"Ecuador","Total excluding LUCF","2006","45280.00"
"Cambodia","Total excluding LUCF","2006","18.36"
"Somalia","Total excluding LUCF","2006","19.22"
"North Korea","Total excluding LUCF","2006","15.59"
"Zambia","Total excluding LUCF","2006","14.48"
"Mongolia","Total excluding LUCF","2006","11933.00"
"Guinea","Total excluding LUCF","2006","14519.00"
"Morocco","Total excluding LUCF","2006","13.43"
"Madagascar","Total excluding LUCF","2006","18.21"
"Netherlands","Total excluding LUCF","2006","19.55"
"Mozambique","Total excluding LUCF","2006","44939.00"
"Ireland","Total excluding LUCF","2006","45093.00"
"Iraq","Total excluding LUCF","2006","47088.00"
"Belarus","Total excluding LUCF","2006","14.15"
"Burkina Faso","Total excluding LUCF","2006","28065.00"
"Cameroon","Total excluding LUCF","2006","31017.00"
"Bahrain","Total excluding LUCF","2006","15950.00"
"Chile","Total excluding LUCF","2006","13.53"
"Syria","Total excluding LUCF","2006","31.47"
"Cuba","Total excluding LUCF","2006","43800.00"
"Czech Republic","Total excluding LUCF","2006","14.28"
"Serbia","Total excluding LUCF","2006","45118.00"
"Equatorial Guinea","Total excluding LUCF","2006","44943.00"
"Israel","Total excluding LUCF","2006","31229.00"
"Zimbabwe","Total excluding LUCF","2006","45087.00"
"Guatemala","Total excluding LUCF","2006","42614.00"
"Portugal","Total excluding LUCF","2006","15311.00"
"Papua New Guinea","Total excluding LUCF","2006","45083.00"
"Malawi","Total excluding LUCF","2006","12236.00"
"Senegal","Total excluding LUCF","2006","42614.00"
"Sri Lanka","Total excluding LUCF","2006","22494.00"
"Nicaragua","Total excluding LUCF","2006","16984.00"
"Greece","Total excluding LUCF","2006","34608.00"
"Dominican Republic","Total excluding LUCF","2006","12966.00"
"Brunei","Total excluding LUCF","2006","45089.00"
"Yemen","Total excluding LUCF","2006","44964.00"
"Belgium","Total excluding LUCF","2006","31656.00"
"Honduras","Total excluding LUCF","2006","35217.00"
"Qatar","Total excluding LUCF","2006","20149.00"
"Laos","Total excluding LUCF","2006","35916.00"
"Denmark","Total excluding LUCF","2006","44965.00"
"Hungary","Total excluding LUCF","2006","45139.00"
"Bulgaria","Total excluding LUCF","2006","18111.00"
"Mauritania","Total excluding LUCF","2006","30072.00"
"Austria","Total excluding LUCF","2006","45085.00"
"CГґte d'Ivoire","Total excluding LUCF","2006","14.67"
"Tunisia","Total excluding LUCF","2006","22798.00"
"Jordan","Total excluding LUCF","2006","44989.00"
"Liberia","Total excluding LUCF","2006","32540.00"
"Kuwait","Total excluding LUCF","2006","22737.00"
"Benin","Total excluding LUCF","2006","44961.00"
"Tajikistan","Total excluding LUCF","2006","20880.00"
"Oman","Total excluding LUCF","2006","30011.00"
"Panama","Total excluding LUCF","2006","15432.00"
"Timor-Leste","Total excluding LUCF","2006","12540.00"
"Georgia","Total excluding LUCF","2006","44963.00"
"Kyrgyzstan","Total excluding LUCF","2006","27089.00"
"Norway","Total excluding LUCF","2006","15097.00"
"Costa Rica","Total excluding LUCF","2006","33664.00"
"Switzerland","Total excluding LUCF","2006","44990.00"
"Haiti","Total excluding LUCF","2006","46478.00"
"Sierra Leone","Total excluding LUCF","2006","47209.00"
"Sweden","Total excluding LUCF","2006","17685.00"
"Botswana","Total excluding LUCF","2006","18749.00"
"Namibia","Total excluding LUCF","2006","25324.00"
"Slovakia","Total excluding LUCF","2006","30407.00"
"Finland","Total excluding LUCF","2006","19845.00"
"Singapore","Total excluding LUCF","2006","16103.00"
"El Salvador","Total excluding LUCF","2006","16528.00"
"Croatia","Total excluding LUCF","2006","27089.00"
"Eritrea","Total excluding LUCF","2006","46082.00"
"Republic of Congo","Total excluding LUCF","2006","22313.00"
"Togo","Total excluding LUCF","2006","44929.00"
"Bosnia and Herzegovina","Total excluding LUCF","2006","23437.00"
"Moldova","Total excluding LUCF","2006","16862.00"
"Lebanon","Total excluding LUCF","2006","45048.00"
"Albania","Total excluding LUCF","2006","19419.00"
"Lithuania","Total excluding LUCF","2006","43556.00"
"Rwanda","Total excluding LUCF","2006","11720.00"
"Macedonia","Total excluding LUCF","2006","12816.00"
"Armenia","Total excluding LUCF","2006","42036.00"
"Barbados","Total excluding LUCF","2006","46419.00"
"Lesotho","Total excluding LUCF","2006","20821.00"
"Burundi","Total excluding LUCF","2006","12420.00"
"Grenada","Total excluding LUCF","2006","33604.00"
"Slovenia","Total excluding LUCF","2006","13912.00"
"Latvia","Total excluding LUCF","2006","45048.00"
"Mauritius","Total excluding LUCF","2006","21551.00"
"Gambia","Total excluding LUCF","2006","45139.00"
"Guyana","Total excluding LUCF","2006","45231.00"
"Guinea-Bissau","Total excluding LUCF","2006","44958.00"
"Eswatini","Total excluding LUCF","2006","16803.00"
"Suriname","Total excluding LUCF","2006","44927.00"
"Trinidad and Tobago","Total excluding LUCF","2006","1.00"
"Gabon","Total excluding LUCF","2006","44927.00"
"Estonia","Total excluding LUCF","2006","44986.00"
"Bhutan","Total excluding LUCF","2006","0.90"
"Montenegro","Total excluding LUCF","2006","0.70"
"Jamaica","Total excluding LUCF","2006","0.87"
"Cyprus","Total excluding LUCF","2006","0.67"
"Djibouti","Total excluding LUCF","2006","0.65"
"Fiji","Total excluding LUCF","2006","0.85"
"Luxembourg","Total excluding LUCF","2006","0.55"
"Belize","Total excluding LUCF","2006","0.35"
"Iceland","Total excluding LUCF","2006","0.61"
"Vanuatu","Total excluding LUCF","2006","0.40"
"Solomon Islands","Total excluding LUCF","2006","0.33"
"Samoa","Total excluding LUCF","2006","0.27"
"Comoros","Total excluding LUCF","2006","0.21"
"Saint Lucia","Total excluding LUCF","2006","0.24"
"Bahamas","Total excluding LUCF","2006","0.20"
"Malta","Total excluding LUCF","2006","0.26"
"Antigua and Barbuda","Total excluding LUCF","2006","0.20"
"Maldives","Total excluding LUCF","2006","0.08"
"Cape Verde","Total excluding LUCF","2006","0.11"
"Tonga","Total excluding LUCF","2006","0.09"
"Seychelles","Total excluding LUCF","2006","0.08"
"Saint Kitts and Nevis","Total excluding LUCF","2006","0.08"
"Saint Vincent and the Grenadines","Total excluding LUCF","2006","0.07"
"Micronesia","Total excluding LUCF","2006","0.05"
"Andorra","Total excluding LUCF","2006","0.04"
"Dominica","Total excluding LUCF","2006","0.04"
"Marshall Islands","Total excluding LUCF","2006","0.03"
"Cook Islands","Total excluding LUCF","2006","0.01"
"Tuvalu","Total excluding LUCF","2006","0.01"
"China","Total excluding LUCF","2007","921.56"
"Russia","Total excluding LUCF","2007","791.13"
"India","Total excluding LUCF","2007","642.98"
"United States","Total excluding LUCF","2007","645.85"
"Brazil","Total excluding LUCF","2007","393.31"
"European Union (27)","Total excluding LUCF","2007","448.33"
"Indonesia","Total excluding LUCF","2007","274.17"
"Pakistan","Total excluding LUCF","2007","112.11"
"Iran","Total excluding LUCF","2007","133.54"
"Mexico","Total excluding LUCF","2007","119.14"
"Australia","Total excluding LUCF","2007","144.83"
"Nigeria","Total excluding LUCF","2007","104.14"
"Argentina","Total excluding LUCF","2007","123.54"
"Uzbekistan","Total excluding LUCF","2007","119.69"
"Ethiopia","Total excluding LUCF","2007","73.25"
"Canada","Total excluding LUCF","2007","99.52"
"Vietnam","Total excluding LUCF","2007","80.34"
"Thailand","Total excluding LUCF","2007","83.44"
"Bangladesh","Total excluding LUCF","2007","73.94"
"Afghanistan","Total excluding LUCF","2007","44944.00"
"Colombia","Total excluding LUCF","2007","70.31"
"Venezuela","Total excluding LUCF","2007","74.05"
"Philippines","Total excluding LUCF","2007","61.87"
"Myanmar","Total excluding LUCF","2007","62.01"
"Ukraine","Total excluding LUCF","2007","93.77"
"Tanzania","Total excluding LUCF","2007","38.62"
"Sudan","Total excluding LUCF","2007","52.06"
"France","Total excluding LUCF","2007","67.90"
"Egypt","Total excluding LUCF","2007","53.70"
"Chad","Total excluding LUCF","2007","34.72"
"Germany","Total excluding LUCF","2007","64.32"
"United Arab Emirates","Total excluding LUCF","2007","36.20"
"United Kingdom","Total excluding LUCF","2007","79.81"
"Turkmenistan","Total excluding LUCF","2007","34.76"
"Algeria","Total excluding LUCF","2007","48.38"
"Poland","Total excluding LUCF","2007","50.90"
"Turkey","Total excluding LUCF","2007","42.35"
"Malaysia","Total excluding LUCF","2007","41.02"
"South Africa","Total excluding LUCF","2007","40.90"
"Saudi Arabia","Total excluding LUCF","2007","41.89"
"Italy","Total excluding LUCF","2007","49.12"
"Azerbaijan","Total excluding LUCF","2007","35.33"
"Kazakhstan","Total excluding LUCF","2007","36.08"
"Kenya","Total excluding LUCF","2007","34.59"
"Spain","Total excluding LUCF","2007","40.87"
"Democratic Republic of the Congo","Total excluding LUCF","2007","29.84"
"Libya","Total excluding LUCF","2007","83.13"
"Angola","Total excluding LUCF","2007","33.61"
"South Sudan","Total excluding LUCF","2007","44.74"
"Uganda","Total excluding LUCF","2007","19.22"
"New Zealand","Total excluding LUCF","2007","33.47"
"Peru","Total excluding LUCF","2007","28.15"
"Nepal","Total excluding LUCF","2007","24.37"
"Niger","Total excluding LUCF","2007","45003.00"
"Paraguay","Total excluding LUCF","2007","23.82"
"South Korea","Total excluding LUCF","2007","26.18"
"Bolivia","Total excluding LUCF","2007","20.52"
"Romania","Total excluding LUCF","2007","29.44"
"Mali","Total excluding LUCF","2007","45184.00"
"Central African Republic","Total excluding LUCF","2007","18.64"
"Ghana","Total excluding LUCF","2007","20029.00"
"Japan","Total excluding LUCF","2007","26.38"
"Uruguay","Total excluding LUCF","2007","22.38"
"Ecuador","Total excluding LUCF","2007","20.00"
"Cambodia","Total excluding LUCF","2007","18.66"
"Somalia","Total excluding LUCF","2007","18.56"
"North Korea","Total excluding LUCF","2007","16.17"
"Zambia","Total excluding LUCF","2007","14.73"
"Mongolia","Total excluding LUCF","2007","22920.00"
"Guinea","Total excluding LUCF","2007","23651.00"
"Morocco","Total excluding LUCF","2007","13.65"
"Madagascar","Total excluding LUCF","2007","18.83"
"Netherlands","Total excluding LUCF","2007","19.73"
"Mozambique","Total excluding LUCF","2007","13.85"
"Ireland","Total excluding LUCF","2007","45031.00"
"Iraq","Total excluding LUCF","2007","26999.00"
"Belarus","Total excluding LUCF","2007","14.56"
"Burkina Faso","Total excluding LUCF","2007","45058.00"
"Cameroon","Total excluding LUCF","2007","34669.00"
"Bahrain","Total excluding LUCF","2007","36039.00"
"Chile","Total excluding LUCF","2007","13.36"
"Syria","Total excluding LUCF","2007","31.66"
"Cuba","Total excluding LUCF","2007","47088.00"
"Czech Republic","Total excluding LUCF","2007","13.83"
"Serbia","Total excluding LUCF","2007","45027.00"
"Equatorial Guinea","Total excluding LUCF","2007","16.85"
"Israel","Total excluding LUCF","2007","8.00"
"Zimbabwe","Total excluding LUCF","2007","44995.00"
"Guatemala","Total excluding LUCF","2007","21794.00"
"Portugal","Total excluding LUCF","2007","46722.00"
"Papua New Guinea","Total excluding LUCF","2007","19511.00"
"Malawi","Total excluding LUCF","2007","46935.00"
"Senegal","Total excluding LUCF","2007","34547.00"
"Sri Lanka","Total excluding LUCF","2007","17015.00"
"Nicaragua","Total excluding LUCF","2007","17715.00"
"Greece","Total excluding LUCF","2007","33512.00"
"Dominican Republic","Total excluding LUCF","2007","45054.00"
"Brunei","Total excluding LUCF","2007","21125.00"
"Yemen","Total excluding LUCF","2007","16619.00"
"Belgium","Total excluding LUCF","2007","23621.00"
"Honduras","Total excluding LUCF","2007","45053.00"
"Qatar","Total excluding LUCF","2007","43556.00"
"Laos","Total excluding LUCF","2007","43617.00"
"Denmark","Total excluding LUCF","2007","44993.00"
"Hungary","Total excluding LUCF","2007","45268.00"
"Bulgaria","Total excluding LUCF","2007","21033.00"
"Mauritania","Total excluding LUCF","2007","45143.00"
"Austria","Total excluding LUCF","2007","32325.00"
"CГґte d'Ivoire","Total excluding LUCF","2007","13.31"
"Tunisia","Total excluding LUCF","2007","24624.00"
"Jordan","Total excluding LUCF","2007","18719.00"
"Liberia","Total excluding LUCF","2007","44988.00"
"Kuwait","Total excluding LUCF","2007","23833.00"
"Benin","Total excluding LUCF","2007","44961.00"
"Tajikistan","Total excluding LUCF","2007","24167.00"
"Oman","Total excluding LUCF","2007","34759.00"
"Panama","Total excluding LUCF","2007","16163.00"
"Timor-Leste","Total excluding LUCF","2007","23132.00"
"Georgia","Total excluding LUCF","2007","32264.00"
"Kyrgyzstan","Total excluding LUCF","2007","45141.00"
"Norway","Total excluding LUCF","2007","18019.00"
"Costa Rica","Total excluding LUCF","2007","41365.00"
"Switzerland","Total excluding LUCF","2007","45778.00"
"Haiti","Total excluding LUCF","2007","11780.00"
"Sierra Leone","Total excluding LUCF","2007","28185.00"
"Sweden","Total excluding LUCF","2007","44963.00"
"Botswana","Total excluding LUCF","2007","21641.00"
"Namibia","Total excluding LUCF","2007","12905.00"
"Slovakia","Total excluding LUCF","2007","45111.00"
"Finland","Total excluding LUCF","2007","13271.00"
"Singapore","Total excluding LUCF","2007","22313.00"
"El Salvador","Total excluding LUCF","2007","20546.00"
"Croatia","Total excluding LUCF","2007","28550.00"
"Eritrea","Total excluding LUCF","2007","16497.00"
"Republic of Congo","Total excluding LUCF","2007","22678.00"
"Togo","Total excluding LUCF","2007","32174.00"
"Bosnia and Herzegovina","Total excluding LUCF","2007","29646.00"
"Moldova","Total excluding LUCF","2007","18688.00"
"Lebanon","Total excluding LUCF","2007","19756.00"
"Albania","Total excluding LUCF","2007","45019.00"
"Lithuania","Total excluding LUCF","2007","43556.00"
"Rwanda","Total excluding LUCF","2007","15008.00"
"Macedonia","Total excluding LUCF","2007","12816.00"
